,CountryCode,1995_dep,1996_dep,1997_dep,1998_dep,1999_dep,2000_dep,2001_dep,2002_dep,2003_dep,2004_dep,2005_dep,2006_dep,2007_dep,2008_dep,2009_dep,2010_dep,2011_dep,2012_dep,2013_dep,2014_dep,2015_dep,2016_dep,2017_dep,2018_dep,1995_pop,1996_pop,1997_pop,1998_pop,1999_pop,2000_pop,2001_pop,2002_pop,2003_pop,2004_pop,2005_pop,2006_pop,2007_pop,2008_pop,2009_pop,2010_pop,2011_pop,2012_pop,2013_pop,2014_pop,2015_pop,2016_pop,2017_pop,2018_pop,1995_dpc,1996_dpc,1997_dpc,1998_dpc,1999_dpc,2000_dpc,2001_dpc,2002_dpc,2003_dpc,2004_dpc,2005_dpc,2006_dpc,2007_dpc,2008_dpc,2009_dpc,2010_dpc,2011_dpc,2012_dpc,2013_dpc,2014_dpc,2015_dpc,2016_dpc,2017_dpc,2018_dpc,CountryCode2,Continent,CountryName,1995_exp,1996_exp,1997_exp,1998_exp,1999_exp,2000_exp,2001_exp,2002_exp,2003_exp,2004_exp,2005_exp,2006_exp,2007_exp,2008_exp,2009_exp,2010_exp,2011_exp,2012_exp,2013_exp,2014_exp,2015_exp,2016_exp,2017_exp,2018_exp
53,DZA,1090000.0,874000.0,827000.0,879000.0,903000.0,1006000.0,1190000.0,1257000.0,1254000.0,1417000.0,1513000.0,1349000.0,1499000.0,1539000.0,1677000.0,1757000.0,1715000.0,1911000.0,2136000.0,2839000.0,3638000.0,4530000.0,5058000.0,5610000.0,28757785.0,29266405.0,29742979.0,30192754.0,30623406.0,31042235.0,31451514.0,31855109.0,32264157.0,32692163.0,33149724.0,33641002.0,34166972.0,34730608.0,35333881.0,35977455.0,36661444.0,37383887.0,38140132.0,38923687.0,39728025.0,40551404.0,41389198.0,42228429.0,0.03790278006459816,0.029863592743967018,0.027804881279713103,0.02911294544379754,0.02948724906693919,0.03240746035200107,0.03783601641561675,0.039459918344652345,0.038866659370644645,0.04334372124597568,0.04564140564186899,0.04009987574091878,0.043872778658875594,0.04431249807086591,0.04746152849725169,0.048836139187721866,0.04677939035898313,0.05111827991562247,0.056004001244673196,0.07293759196039162,0.09157263669663922,0.1117100655750415,0.12220579872071935,0.1328488919159176,DZ,Africa,Algeria,186000000.0,188000000.0,144000000.0,269000000.0,251000000.0,193000000.0,194000000.0,248000000.0,255000000.0,341000000.0,660000000.0,414000000.0,502000000.0,613000000.0,574000000.0,716000000.0,595000000.0,598000000.0,531000000.0,679000000.0,762000000.0,556000000.0,632000000.0,
54,ECU,271000.0,275000.0,321000.0,330000.0,386000.0,520000.0,562000.0,627000.0,613000.0,603000.0,664000.0,733000.0,801000.0,815000.0,814000.0,899000.0,1022000.0,1022000.0,1138000.0,1096000.0,1221000.0,1366000.0,1347000.0,1402000.0,11455204.0,11703174.0,11951452.0,12198449.0,12442115.0,12681123.0,12914667.0,13143465.0,13369678.0,13596388.0,13825847.0,14059384.0,14296557.0,14535739.0,14774424.0,15011117.0,15243883.0,15474102.0,15707474.0,15951838.0,16212020.0,16491115.0,16785361.0,17084357.0,0.02365737004770932,0.023497898946046602,0.026858661190288846,0.027052619558437307,0.031023664385034216,0.041005832054463946,0.04351641432179397,0.047704315414542516,0.045850019723736056,0.04435001413610733,0.048025990740386465,0.05213599685448523,0.05602747570621374,0.05606870073822872,0.05509521047994832,0.0598889476379406,0.06704328549359766,0.06604583581005218,0.07244958673813498,0.06870681610482754,0.07531448887923899,0.08283248282484235,0.08024849748539814,0.08206337528535607,EC,Americas,Ecuador,331000000.0,313000000.0,331000000.0,325000000.0,385000000.0,416000000.0,465000000.0,507000000.0,500000000.0,577000000.0,644000000.0,706000000.0,733000000.0,790000000.0,806000000.0,863000000.0,917000000.0,944000000.0,989000000.0,990000000.0,994000000.0,1034000000.0,1086000000.0,1043000000.0
55,EGY,,,,,,,,,,,,,,,4716000.0,4618000.0,4863000.0,5678000.0,5782000.0,6180000.0,,,,,62334034.0,63601629.0,64892270.0,66200269.0,67515591.0,68831561.0,70152661.0,71485043.0,72826097.0,74172073.0,75523569.0,76873663.0,78232126.0,79636079.0,81134798.0,82761235.0,84529250.0,86422240.0,88404640.0,90424654.0,92442547.0,94447072.0,96442593.0,98423595.0,,,,,,,,,,,,,,,0.05812549135822092,0.05579907066394067,0.057530381495162916,0.06570068075069566,0.0654038068590065,0.06834419294543279,,,,,EG,Africa,"Egypt, Arab Rep.",1371000000.0,1382000000.0,1431000000.0,1271000000.0,1218000000.0,1206000000.0,1248000000.0,1309000000.0,1465000000.0,1543000000.0,1932000000.0,2156000000.0,2886000000.0,3390000000.0,2941000000.0,2696000000.0,2575000000.0,3037000000.0,3261000000.0,3486000000.0,3636000000.0,4351000000.0,2419000000.0,2897000000.0
56,ERI,,,,,,,,,,,,,,,,,,,,,,,,,2204222.0,2196464.0,2195179.0,2206432.0,2237405.0,2292416.0,2374722.0,2481058.0,2600973.0,2719803.0,2826659.0,2918205.0,2996536.0,3062779.0,3119920.0,3170435.0,3213972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER,Africa,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,
57,ESP,3648000.0,4224000.0,3980000.0,4794000.0,3519000.0,4100000.0,4139000.0,3871000.0,4094000.0,5121000.0,10464000.0,10678000.0,11276000.0,11229000.0,12017000.0,12379000.0,13347000.0,12422000.0,11246000.0,11783000.0,14407000.0,15405000.0,17031000.0,19116000.0,39724050.0,39889852.0,40057389.0,40223509.0,40386875.0,40567864.0,40850412.0,41431558.0,42187645.0,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,0.09183353661069302,0.1058915936815208,0.09935744938343335,0.1191840324025435,0.08713226759931289,0.10106521753277421,0.10132088753474507,0.09343119561180875,0.09704262942385146,0.11930973690700282,0.23970775995457833,0.24051001818375564,0.2493211823970843,0.24435248506412027,0.2591940555287406,0.2657755410370081,0.28554193182306103,0.2655802576932381,0.2412267083826281,0.2535020742506564,0.3101959761637204,0.33140391216240955,0.3655251590595682,0.40848114206506575,ES,Europe,Spain,5826000000.0,6332000000.0,6163000000.0,7119000000.0,5908000000.0,5969000000.0,6584000000.0,7372000000.0,9172000000.0,12295000000.0,15169000000.0,16830000000.0,19866000000.0,20543000000.0,17146000000.0,16926000000.0,17387000000.0,15395000000.0,16433000000.0,17976000000.0,17429000000.0,18803000000.0,22346000000.0,26670000000.0
58,EST,1764000.0,1547000.0,1616000.0,1659000.0,1780000.0,1800000.0,1658000.0,1849000.0,2075000.0,,,438000.0,677000.0,692000.0,752000.0,955000.0,1054000.0,1147000.0,1166000.0,1426000.0,1250000.0,1339000.0,1279000.0,2069000.0,1436634.0,1415594.0,1399535.0,1386156.0,1390244.0,1396985.0,1388115.0,1379350.0,1370720.0,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1.2278701464673674,1.092827463241579,1.1546692294226297,1.1968349882697185,1.2803507873438045,1.2884891391102982,1.1944255339074932,1.3404864610142457,1.5138029648651803,,,0.32521291050705,0.504967628367694,0.5175418259055112,0.5635005975953811,0.7172496667229952,0.7940101202390467,0.8671682684456594,0.8846757617809449,1.0847859905899,0.950276226293459,1.0176395929441628,0.9708634688139525,1.5650801791559157,EE,Europe,Estonia,121000000.0,141000000.0,162000000.0,197000000.0,255000000.0,253000000.0,253000000.0,305000000.0,404000000.0,486000000.0,530000000.0,706000000.0,804000000.0,939000000.0,605000000.0,633000000.0,806000000.0,796000000.0,1236000000.0,1346000000.0,1169000000.0,1301000000.0,1399000000.0,1651000000.0
59,ETH,120000.0,133000.0,,,,,,,,,,,,,,,,,,,,,,,57047908.0,58883530.0,60697443.0,62507724.0,64343013.0,66224804.0,68159423.0,70142091.0,72170584.0,74239505.0,76346311.0,78489206.0,80674348.0,82916235.0,85233913.0,87639964.0,90139927.0,92726971.0,95385785.0,98094253.0,100835458.0,103603501.0,106400024.0,109224559.0,0.0021034951886403966,0.0022586961073835076,,,,,,,,,,,,,,,,,,,,,,,ET,Africa,Ethiopia,30000000.0,30000000.0,48000000.0,51000000.0,57000000.0,80000000.0,50000000.0,55000000.0,63000000.0,59000000.0,77000000.0,97000000.0,107000000.0,156000000.0,139000000.0,143000000.0,170000000.0,181000000.0,214000000.0,283000000.0,372000000.0,461000000.0,363500000.0,612700000.0
60,FIN,5147000.0,4918000.0,5233000.0,4743000.0,5314000.0,5914000.0,5824000.0,5857000.0,5585000.0,5798000.0,5902000.0,5756000.0,5749000.0,5854000.0,5832000.0,6633000.0,7274000.0,9055000.0,8562000.0,8731000.0,8904000.0,9125000.0,9330000.0,9450000.0,5107790.0,5124573.0,5139835.0,5153498.0,5165474.0,5176209.0,5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,1.007676509801695,0.9596897146357365,1.0181260682492725,0.9203457535056772,1.0287536051870554,1.1425350096953195,1.122588862623188,1.1262166389326767,1.0713571841548861,1.1089918235283767,1.12502706774714,1.0929941279099356,1.0870305102179734,1.1017429709306603,1.0923657829529876,1.2367265844195943,1.3499689696437003,1.6725246588871643,1.5741945352908602,1.5986415483477836,1.624956588437952,1.6605089837630427,1.6938339723184321,1.7133455110800875,FI,Europe,Finland,2853000000.0,2760000000.0,2541000000.0,2565000000.0,2525000000.0,2293000000.0,2442000000.0,2438000000.0,2954000000.0,3383000000.0,3622000000.0,4099000000.0,4812000000.0,5577000000.0,5233000000.0,5269000000.0,6010000000.0,5843000000.0,6387000000.0,6324000000.0,5785000000.0,6198000000.0,6676000000.0,7268000000.0
61,FJI,68000.0,72000.0,74000.0,78000.0,89000.0,83000.0,85000.0,99000.0,104000.0,94000.0,109000.0,121000.0,120000.0,124000.0,125000.0,128000.0,132000.0,132000.0,,,,156000.0,169000.0,174000.0,775425.0,784386.0,792736.0,800157.0,806303.0,811006.0,813925.0,815257.0,816076.0,817860.0,821604.0,827870.0,836190.0,845361.0,853637.0,859818.0,863449.0,865069.0,865608.0,866453.0,868627.0,872399.0,877459.0,883483.0,0.0876938453106361,0.09179154140945912,0.09334759617325314,0.0974808693793843,0.11038034088921907,0.10234202952875811,0.1044322265565009,0.12143409992186513,0.12743911106318528,0.11493409630010026,0.1326673190490796,0.14615821324604106,0.1435080543895526,0.14668289641939952,0.14643226570544624,0.14886871407669997,0.15287527115093075,0.15258898423131564,,,,0.17881726136779158,0.19260159164131885,0.19694776243572315,FJ,Oceania,Fiji,82000000.0,88000000.0,87000000.0,67000000.0,82000000.0,96000000.0,84000000.0,79000000.0,88000000.0,118000000.0,132000000.0,113000000.0,106000000.0,108000000.0,108000000.0,102000000.0,116000000.0,110000000.0,105000000.0,99000000.0,115000000.0,119000000.0,138000000.0,160000000.0
62,FRA,18686000.0,18151000.0,17115000.0,18077000.0,16709000.0,19886000.0,19265000.0,18315000.0,18576000.0,21131000.0,22480000.0,22240000.0,28103000.0,25506000.0,25140000.0,25041000.0,26155000.0,25317000.0,26062000.0,27919000.0,26648000.0,26483000.0,29055000.0,26914000.0,59541899.0,59753100.0,59964851.0,60186288.0,60496718.0,60912500.0,61357430.0,61805267.0,62244886.0,62704895.0,63179351.0,63621381.0,64016225.0,64374984.0,64707040.0,65027507.0,65342780.0,65659809.0,65998687.0,66312067.0,66548272.0,66724104.0,66864379.0,66965912.0,0.3138294262331136,0.30376666649931133,0.28541720215397515,0.30035080415658794,0.27619680128763346,0.326468294684999,0.31397990430824757,0.296333967783037,0.29843415569915255,0.33699123489481964,0.3558124552434861,0.34956801707903823,0.43899808212683583,0.3962098072133113,0.38852032174551643,0.38508319256341783,0.400273756335436,0.38557833757938587,0.3948866437297457,0.4210244268211395,0.4004311336588875,0.39690304421322764,0.43453630220659045,0.40190597269846784,FR,Europe,France,20699000000.0,22049000000.0,17490000000.0,18819000000.0,31630000000.0,29016000000.0,28781000000.0,30270000000.0,35807000000.0,36362000000.0,38633000000.0,39319000000.0,46042000000.0,50373000000.0,45087000000.0,46695000000.0,55509000000.0,50068000000.0,52444000000.0,58464000000.0,47713000000.0,49029000000.0,52495000000.0,57925000000.0
63,FRO,,,,,,,,,,,,,,,,,,,,,,,,,45625.0,45615.0,45796.0,46096.0,46436.0,46735.0,46997.0,47233.0,47432.0,47600.0,47722.0,47792.0,47825.0,47820.0,47808.0,47814.0,47823.0,47843.0,47892.0,47960.0,48051.0,48173.0,48331.0,48497.0,,,,,,,,,,,,,,,,,,,,,,,,,FO,Europe,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,
64,FSM,,,,,,,,,,,,,,,,,,,,,,,,,107529.0,108321.0,108480.0,108208.0,107781.0,107402.0,107173.0,107030.0,106901.0,106625.0,106129.0,105371.0,104444.0,103543.0,102975.0,102911.0,103450.0,104506.0,105926.0,107446.0,108895.0,110215.0,111459.0,112640.0,,,,,,,,,,,,,,,,,,,,,,,,,FM,Oceania,"Micronesia, Fed. Sts.",,,4600000.0,4800000.0,4900000.0,5300000.0,5400000.0,5300000.0,5500000.0,6700000.0,6900000.0,7000000.0,7000000.0,7100000.0,26000000.0,28000000.0,27000000.0,30000000.0,29000000.0,29000000.0,,,,
65,GAB,,,,203000.0,187000.0,168000.0,189000.0,219000.0,236000.0,,,,,,,,,,,,,,,,1084946.0,1112955.0,1141338.0,1170061.0,1199052.0,1228360.0,1258003.0,1288315.0,1319953.0,1353795.0,1390549.0,1430152.0,1472575.0,1518540.0,1568928.0,1624140.0,1684635.0,1749682.0,1817071.0,1883800.0,1947686.0,2007873.0,2064823.0,2119275.0,,,,0.17349522802657297,0.15595653899914266,0.1367677228174151,0.15023811548939073,0.16998948238590716,0.17879424494660037,,,,,,,,,,,,,,,,GA,Africa,Gabon,182000000.0,168000000.0,156000000.0,158000000.0,195000000.0,183000000.0,256000000.0,234000000.0,239000000.0,275000000.0,346000000.0,,328000000.0,490000000.0,476000000.0,560000000.0,658000000.0,441000000.0,,404000000.0,509000000.0,346000000.0,,
66,GBR,,,,,,,,,,,,,,,,53759000.0,54946000.0,54604000.0,56088000.0,58364000.0,64165000.0,69375000.0,71356000.0,70386000.0,58019030.0,58166950.0,58316954.0,58487141.0,58682466.0,58892514.0,59119673.0,59370479.0,59647577.0,59987905.0,60401206.0,60846820.0,61322463.0,61806995.0,62276270.0,62766365.0,63258810.0,63700215.0,64128273.0,64602298.0,65116219.0,65611593.0,66058859.0,66460344.0,,,,,,,,,,,,,,,,0.8564937606311915,0.8685904777532173,0.8572027582638457,0.8746220251401438,0.9034353545751577,0.9853919804526734,1.0573588725394916,1.0801882000414207,1.059067644910174,GB,Europe,United Kingdom,30749000000.0,32298000000.0,35954000000.0,41458000000.0,41514000000.0,41862000000.0,42011000000.0,46860000000.0,54030000000.0,63225000000.0,66166000000.0,69222000000.0,79677000000.0,77910000000.0,60820000000.0,60716000000.0,60608000000.0,61323000000.0,60823000000.0,67042000000.0,68116000000.0,67220000000.0,65177000000.0,68888000000.0
67,GEO,228000.0,219000.0,355000.0,433000.0,373000.0,315000.0,306000.0,317000.0,,466000.0,857000.0,1346000.0,1473000.0,1872000.0,1980000.0,2086000.0,2237000.0,2734000.0,3220000.0,3106000.0,3136000.0,3400000.0,3851000.0,3698000.0,4657722.0,4491699.0,4349913.0,4243607.0,4157192.0,4077131.0,4014373.0,3978515.0,3951736.0,3927340.0,3902469.0,3880347.0,3860158.0,3848449.0,3814419.0,3786695.0,3756441.0,3728874.0,3717668.0,3719414.0,3725276.0,3727505.0,3728004.0,3726549.0,0.048950967876571425,0.048756606353186176,0.08161082761885123,0.10203583885124141,0.089724025255509,0.07726021067265192,0.07622610056414787,0.07967797029796293,,0.11865537488478206,0.2196045631624492,0.3468761943197348,0.38159059810505164,0.48642972792415856,0.5190829848530012,0.5508761598174662,0.595510484525113,0.7331972064489173,0.866134361648216,0.8350777837584092,0.8418168210892294,0.9121382801632727,1.0329924538707576,0.9923390246579342,GE,Asia,Georgia,,,171000000.0,239000000.0,135000000.0,129000000.0,136000000.0,189000000.0,170000000.0,196000000.0,237000000.0,257000000.0,277000000.0,337000000.0,311000000.0,329000000.0,384000000.0,471000000.0,537000000.0,563000000.0,609000000.0,706000000.0,853000000.0,960000000.0
68,GHA,,,,,,,,,,,,,,,,,,,,,,,,,17014057.0,17462496.0,17908985.0,18357156.0,18812359.0,19278856.0,19756928.0,20246381.0,20750299.0,21272323.0,21814642.0,22379055.0,22963946.0,23563825.0,24170940.0,24779619.0,25387710.0,25996449.0,26607642.0,27224472.0,27849205.0,28481946.0,29121471.0,29767108.0,,,,,,,,,,,,,,,,,,,,,,,,,GH,Africa,Ghana,74000000.0,59000000.0,61000000.0,145000000.0,151000000.0,162000000.0,165000000.0,184000000.0,216000000.0,270000000.0,472000000.0,575000000.0,816000000.0,870000000.0,948000000.0,882000000.0,1026000000.0,976000000.0,982000000.0,947000000.0,1405000000.0,1571000000.0,1581000000.0,1329000000.0
69,GIB,,,,,,,,,,,,,,,,,,,,,,,,,28692.0,28971.0,29408.0,29947.0,30529.0,31077.0,31602.0,32102.0,32555.0,32928.0,33219.0,33417.0,33517.0,33559.0,33565.0,33585.0,33612.0,33646.0,33692.0,33725.0,33736.0,33737.0,33728.0,33718.0,,,,,,,,,,,,,,,,,,,,,,,,,GI,Europe,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,
70,GIN,,,,,,,,,,,,,,,,,,,,,,,,,7269625.0,7463782.0,7662075.0,7860781.0,8054743.0,8240730.0,8417081.0,8586074.0,8753093.0,8925743.0,9109581.0,9307425.0,9518162.0,9738792.0,9964469.0,10192176.0,10420471.0,10652029.0,10892810.0,11150977.0,11432088.0,11738441.0,12067539.0,12414318.0,,,,,,,,,,,,,,,,,,,,,,,,,GN,Africa,Guinea,29000000.0,37000000.0,39000000.0,34000000.0,29000000.0,13000000.0,26000000.0,38000000.0,36000000.0,29000000.0,38000000.0,41000000.0,96000000.0,30000000.0,28000000.0,17000000.0,49000000.0,41000000.0,60500000.0,28800000.0,250400000.0,16300000.0,102500000.0,416000000.0
71,GMB,,,,,,,,,,,387000.0,307000.0,,,,,,,,,,,,,1128575.0,1164091.0,1200526.0,1238125.0,1277133.0,1317703.0,1360074.0,1404261.0,1449925.0,1496527.0,1543741.0,1591445.0,1639848.0,1689285.0,1740279.0,1793196.0,1848147.0,1905011.0,1963711.0,2024042.0,2085860.0,2149139.0,2213894.0,2280102.0,,,,,,,,,,,0.2506897206202336,0.192906446656969,,,,,,,,,,,,,GM,Africa,"Gambia, The",16000000.0,15500000.0,17000000.0,,,,,,8000000.0,6000000.0,7000000.0,8000000.0,13000000.0,12000000.0,12000000.0,14000000.0,16000000.0,13000000.0,10400000.0,55400000.0,57400000.0,76200000.0,45500000.0,10400000.0
72,GNB,,,,,,,,,,,,,,,,,,,,,,,,,1088854.0,1110833.0,1132510.0,1154371.0,1177131.0,1201301.0,1227106.0,1254453.0,1283305.0,1313492.0,1344930.0,1377581.0,1411543.0,1446936.0,1483921.0,1522599.0,1562989.0,1604979.0,1648257.0,1692439.0,1737202.0,1782437.0,1828146.0,1874309.0,,,,,,,,,,,,,,,,,,,,,,,,,GW,Africa,Guinea-Bissau,5800000.0,4700000.0,3500000.0,,,,5500000.0,10200000.0,21300000.0,22300000.0,18900000.0,17800000.0,40700000.0,46100000.0,26000000.0,29500000.0,38600000.0,24500000.0,27200000.0,53000000.0,53000000.0,33000000.0,63000000.0,74600000.0
73,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,496768.0,515853.0,536460.0,558492.0,581770.0,606181.0,631666.0,658384.0,686664.0,716949.0,749535.0,784496.0,821687.0,860840.0,901599.0,943639.0,986853.0,1031191.0,1076413.0,1122276.0,1168568.0,1215179.0,1262001.0,1308974.0,,,,,,,,,,,,,,,,,,,,,,,,,GQ,Africa,Equatorial Guinea,7000000.0,13000000.0,7000000.0,7000000.0,8000000.0,19000000.0,30000000.0,,,,,,,,,,,,,,,,,
74,GRC,,,,,,,,,,,,,,3765000.0,3835000.0,3799000.0,4941000.0,4681000.0,4594000.0,5802000.0,6291000.0,7235000.0,7685000.0,7961000.0,10562153.0,10608800.0,10661259.0,10720509.0,10761698.0,10805808.0,10862132.0,10902022.0,10928070.0,10955141.0,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10754679.0,10732882.0,,,,,,,,,,,,,,0.3398676691604438,0.3452772242988374,0.34159549644238046,0.44493876081178224,0.42381125740843534,0.4189613861511648,0.5326643416844367,0.5813758452059781,0.6714012129394187,0.7145726990084966,0.7417392644398774,GR,Europe,Greece,1495000000.0,1396000000.0,1537000000.0,1756000000.0,4014000000.0,4564000000.0,4190000000.0,2456000000.0,2441000000.0,2882000000.0,3044000000.0,3005000000.0,3430000000.0,3946000000.0,4122000000.0,3400000000.0,3809000000.0,3005000000.0,3768000000.0,4003000000.0,3535000000.0,3412000000.0,3306000000.0,3910000000.0
75,GRD,,,,,,,,,,,,,,,,,,,,,,,,,100288.0,101001.0,101567.0,102021.0,102432.0,102833.0,103249.0,103634.0,104005.0,104347.0,104661.0,104933.0,105190.0,105456.0,105789.0,106233.0,106796.0,107446.0,108170.0,108902.0,109599.0,110261.0,110874.0,111454.0,,,,,,,,,,,,,,,,,,,,,,,,,GD,Americas,Grenada,5000000.0,5000000.0,6000000.0,6000000.0,7000000.0,8000000.0,8000000.0,8000000.0,8000000.0,9000000.0,10000000.0,16000000.0,16000000.0,11000000.0,10000000.0,10000000.0,10000000.0,11000000.0,11000000.0,34000000.0,40000000.0,40000000.0,38000000.0,41000000.0
76,GRL,,,,,,,,,,,,,,,,,,,,,,,,,55800.0,55900.0,56000.0,56100.0,56100.0,56200.0,56350.0,56609.0,56765.0,56911.0,56935.0,56774.0,56555.0,56328.0,56323.0,56905.0,56890.0,56810.0,56483.0,56295.0,56114.0,56186.0,56172.0,56023.0,,,,,,,,,,,,,,,,,,,,,,,,,GL,Americas,Greenland,,,,,,,,,,,,,,,,,,,,,,,,
77,GTM,,,,,,,,,,,,,,,562000.0,585000.0,596000.0,580000.0,686000.0,840000.0,939000.0,1053000.0,1067000.0,1227000.0,10286786.0,10536942.0,10788362.0,11046215.0,11311078.0,11589761.0,11871565.0,12147518.0,12415334.0,12682108.0,12948292.0,13213330.0,13477017.0,13739299.0,14000190.0,14259687.0,14521515.0,14781942.0,15043981.0,15306316.0,15567419.0,15827690.0,16087418.0,16346950.0,,,,,,,,,,,,,,,0.040142312354332334,0.041024743390230094,0.041042549623782364,0.039237063709220345,0.04559963217183005,0.05487930603288211,0.06031828397501217,0.06652897548536774,0.06632512439224243,0.07505987355439393,GT,Americas,Guatemala,167000000.0,163000000.0,146000000.0,190000000.0,216000000.0,216000000.0,266000000.0,329000000.0,373000000.0,488000000.0,532000000.0,655000000.0,737000000.0,740000000.0,862000000.0,1002000000.0,935000000.0,920000000.0,952000000.0,1033000000.0,1004000000.0,989000000.0,1011000000.0,1121000000.0
78,GUM,,,,,,,,,,,,,,,,,,,,,,,,,145561.0,148060.0,150303.0,152277.0,153953.0,155329.0,156401.0,157176.0,157717.0,158101.0,158402.0,158648.0,158847.0,159036.0,159226.0,159444.0,159692.0,159996.0,160407.0,161016.0,161853.0,162951.0,164281.0,165768.0,,,,,,,,,,,,,,,,,,,,,,,,,GU,Oceania,Guam,,,,,,,,,,,,,,,,,,,,,,,,
79,GUY,,,,,,,,,,,,,,,,,,,,,,,,,761291.0,760795.0,757970.0,753778.0,749674.0,746715.0,745206.0,744789.0,745143.0,745737.0,746163.0,746343.0,746474.0,746817.0,747718.0,749436.0,752028.0,755399.0,759285.0,763380.0,767432.0,771366.0,775221.0,779004.0,,,,,,,,,,,,,,,,,,,,,,,,,GY,Americas,Guyana,21000000.0,65000000.0,69000000.0,69000000.0,82000000.0,77000000.0,62000000.0,44000000.0,30000000.0,30000000.0,40000000.0,49000000.0,58000000.0,52000000.0,52000000.0,73000000.0,79000000.0,82000000.0,81000000.0,77000000.0,93000000.0,103000000.0,94000000.0,80000000.0
80,HKG,,,,47594000.0,53144000.0,58901000.0,61096000.0,64540000.0,60936000.0,68903000.0,72300000.0,75812000.0,80682000.0,81911000.0,81958000.0,84442000.0,84816000.0,85276000.0,84414000.0,84519000.0,89082000.0,91758000.0,91304000.0,92214000.0,6156100.0,6435500.0,6489300.0,6543700.0,6606500.0,6665000.0,6714300.0,6744100.0,6730800.0,6783500.0,6813200.0,6857100.0,6916300.0,6957800.0,6972800.0,7024200.0,7071600.0,7150100.0,7178900.0,7229500.0,7291300.0,7336600.0,7391700.0,7451000.0,,,,7.273255192016749,8.044198895027625,8.83735933983496,9.099384894925755,9.569846235969218,9.05330718488144,10.157440849119187,10.611753654670347,11.055985766577708,11.665485881179244,11.772543045215441,11.753958237723726,12.02158252897127,11.993891057186492,11.926546481867387,11.758625973338534,11.690849989625839,12.217574369454006,12.50688329744023,12.352232909885412,12.376056905113408,HK,Asia,"Hong Kong SAR, China",10497000000.0,11461000000.0,12678000000.0,13474000000.0,13134000000.0,12502000000.0,12317000000.0,12418000000.0,11447000000.0,13270000000.0,13305000000.0,14044000000.0,15042000000.0,16095000000.0,15547000000.0,17357000000.0,19022000000.0,20077000000.0,21215000000.0,22011000000.0,23059000000.0,24141000000.0,25388000000.0,26498000000.0
81,HND,149000.0,162000.0,183000.0,202000.0,235000.0,274000.0,279000.0,279000.0,277000.0,295000.0,284000.0,295000.0,315000.0,387000.0,395000.0,408000.0,449000.0,464000.0,471000.0,557000.0,692000.0,654000.0,,,5709014.0,5874809.0,6045699.0,6220406.0,6397151.0,6574509.0,6751912.0,6929265.0,7106319.0,7282953.0,7458985.0,7634298.0,7808518.0,7980955.0,8150775.0,8317470.0,8480671.0,8640691.0,8798521.0,8955589.0,9112916.0,9270795.0,9429013.0,9587522.0,0.02609907770413595,0.027575364577810103,0.030269452713408324,0.03247376457420947,0.03673510286063281,0.04167611604151732,0.04132162859942488,0.04026401068511595,0.03897939284740806,0.04050554768100247,0.038074885523968746,0.03864140488097268,0.040340561422794956,0.04849043754788744,0.0484616493523622,0.04905337801038056,0.052943923894701254,0.05369940899402606,0.05353172425229195,0.06219579750700931,0.07593617674079296,0.07054411191273241,,,HN,Americas,Honduras,99000000.0,110000000.0,115000000.0,142000000.0,166000000.0,198000000.0,205000000.0,221000000.0,274000000.0,300000000.0,321000000.0,425000000.0,309000000.0,385000000.0,361000000.0,406000000.0,446000000.0,549000000.0,506000000.0,437000000.0,454000000.0,482000000.0,517000000.0,519000000.0
