,CountryCode,1995_dep,1996_dep,1997_dep,1998_dep,1999_dep,2000_dep,2001_dep,2002_dep,2003_dep,2004_dep,2005_dep,2006_dep,2007_dep,2008_dep,2009_dep,2010_dep,2011_dep,2012_dep,2013_dep,2014_dep,2015_dep,2016_dep,2017_dep,2018_dep,Country Name_exp,1995_exp,1996_exp,1997_exp,1998_exp,1999_exp,2000_exp,2001_exp,2002_exp,2003_exp,2004_exp,2005_exp,2006_exp,2007_exp,2008_exp,2009_exp,2010_exp,2011_exp,2012_exp,2013_exp,2014_exp,2015_exp,2016_exp,2017_exp,2018_exp,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
41,COL,1057000.0,929000.0,1071000.0,1093000.0,1098000.0,1235000.0,1381000.0,1277000.0,1177000.0,1405000.0,1553000.0,,2028000.0,2042000.0,2122000.0,2342000.0,2522000.0,3169000.0,3605000.0,3911000.0,3862000.0,3795000.0,4017000.0,4368000.0,Colombia,1162000000.0,1431000000.0,1560000000.0,1455000000.0,1339000000.0,1452000000.0,1556000000.0,1355000000.0,1349000000.0,1543000000.0,1934000000.0,2157000000.0,2460000000.0,2775000000.0,2801000000.0,3188000000.0,3631000000.0,4363000000.0,4485000000.0,5175000000.0,4820000000.0,4825000000.0,5135000000.0,5625000000.0,0.0009096385542168674,0.0006491963661774983,0.0006865384615384615,0.0007512027491408935,0.0008200149365197908,0.0008505509641873278,0.0008875321336760926,0.0009424354243542435,0.0008724981467753891,0.0009105638366817887,0.0008029989658738366,,0.000824390243902439,0.0007358558558558559,0.0007575865762227776,0.0007346298619824341,0.0006945744973836409,0.0007263350905340363,0.0008037904124860647,0.0007557487922705314,0.0008012448132780083,0.0007865284974093264,0.0007822784810126583,0.0007765333333333333
42,COM,,,,,,,,,,,,,,,,,,,,,,,,,Comoros,15000000.0,,,,,,,,7900000.0,9400000.0,19100000.0,23600000.0,28300000.0,31100000.0,30000000.0,33200000.0,37400000.0,36300000.0,,40000000.0,34000000.0,38000000.0,42000000.0,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,
43,CPV,,,,,,,,,,,,,,,,,,,,,,,,,Cabo Verde,20000000.0,24000000.0,25000000.0,32000000.0,47000000.0,41000000.0,55000000.0,63000000.0,89000000.0,93000000.0,82000000.0,106000000.0,123000000.0,143000000.0,145000000.0,138000000.0,142000000.0,135000000.0,127000000.0,115000000.0,109000000.0,79000000.0,93000000.0,97000000.0,,,,,,,,,,,,,,,,,,,,,,,,
44,CRI,273000.0,283000.0,288000.0,330000.0,353000.0,381000.0,361000.0,364000.0,373000.0,425000.0,487000.0,485000.0,577000.0,528000.0,579000.0,662000.0,717000.0,773000.0,790000.0,798000.0,919000.0,1036000.0,1150000.0,1079000.0,Costa Rica,336000000.0,357000000.0,401000000.0,466000000.0,509000000.0,545000000.0,430000000.0,427000000.0,484000000.0,530000000.0,591000000.0,647000000.0,825000000.0,753000000.0,500000000.0,629000000.0,620000000.0,647000000.0,649000000.0,657000000.0,898000000.0,1055000000.0,1173000000.0,1162000000.0,0.0008125,0.0007927170868347339,0.0007182044887780549,0.0007081545064377683,0.000693516699410609,0.0006990825688073394,0.0008395348837209303,0.0008524590163934427,0.0007706611570247934,0.0008018867924528302,0.0008240270727580372,0.0007496136012364761,0.0006993939393939393,0.000701195219123506,0.001158,0.0010524642289348172,0.0011564516129032257,0.0011947449768160742,0.0012172573189522342,0.0012146118721461188,0.0010233853006681515,0.0009819905213270142,0.000980392156862745,0.0009285714285714286
45,CUB,72000.0,72000.0,83000.0,94000.0,97000.0,139000.0,121000.0,111000.0,113000.0,124000.0,162000.0,199000.0,194000.0,202000.0,206000.0,251000.0,253000.0,213000.0,286000.0,355000.0,580000.0,894000.0,,,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CUW,,,,,,,,,,,,,,,,,,,,,,,,,Curacao,,,,,,,,137000000.0,176000000.0,195000000.0,164000000.0,191000000.0,223000000.0,229000000.0,258000000.0,282000000.0,321000000.0,357000000.0,377000000.0,383000000.0,418000000.0,428000000.0,457000000.0,535000000.0,,,,,,,,,,,,,,,,,,,,,,,,
47,CYM,,,,,,,,,,,,,,,,,,,,,,,,,Cayman Islands,,,,,,,,,,,,164000000.0,132000000.0,130000000.0,120000000.0,129000000.0,145000000.0,183000000.0,192000000.0,168000000.0,191000000.0,174000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CYP,360000.0,365000.0,422000.0,484000.0,540000.0,588000.0,684000.0,744000.0,737000.0,859000.0,914000.0,932000.0,1081000.0,1210000.0,1172000.0,1246000.0,1209000.0,1194000.0,1115000.0,1209000.0,1119000.0,1268000.0,1407000.0,1446000.0,Cyprus,473482100.0,500428500.0,511000000.0,536000000.0,560000000.0,543000000.0,568000000.0,582000000.0,700293900.0,906639800.0,1001000000.0,1031161000.0,1553829000.0,1968000000.0,1742000000.0,1320000000.0,1366000000.0,1318000000.0,1254000000.0,1343000000.0,1453000000.0,1559318000.0,1366000000.0,1551000000.0,0.0007603244135311557,0.0007293749256886847,0.0008258317025440313,0.0009029850746268657,0.0009642857142857143,0.0010828729281767955,0.001204225352112676,0.0012783505154639176,0.001052415278785093,0.000947454545895735,0.0009130869130869131,0.000903835579506983,0.0006957007495676809,0.0006148373983739838,0.0006727898966704936,0.0009439393939393939,0.0008850658857979503,0.0009059180576631259,0.0008891547049441786,0.0009002233804914371,0.0007701307639366827,0.0008131760166944779,0.0010300146412884335,0.0009323017408123791
49,CZE,,,,,,,,,7213000.0,6643000.0,6963000.0,6393000.0,9048000.0,9665000.0,8904000.0,8673000.0,5279000.0,5419000.0,5781000.0,5651000.0,5856000.0,6027000.0,6775000.0,7390000.0,Czech Republic,1635000000.0,2960000000.0,2355000000.0,1908000000.0,1493000000.0,1276000000.0,1386000000.0,1797000000.0,2177000000.0,2682000000.0,2603000000.0,2874000000.0,3895000000.0,5029000000.0,4336000000.0,4354000000.0,4876000000.0,4556000000.0,4698000000.0,5173000000.0,4819000000.0,4963000000.0,5533000000.0,6074000000.0,,,,,,,,,0.003313275149288011,0.002476882923191648,0.002674990395697272,0.002224425887265136,0.0023229781771501924,0.0019218532511433685,0.0020535055350553505,0.0019919614147909967,0.0010826497128794093,0.001189420544337138,0.0012305236270753511,0.0010924028610090856,0.0012151898734177216,0.0012143864598025387,0.0012244713536960058,0.0012166611787948634
50,DEU,,,55800000.0,69200000.0,78100000.0,80507000.0,81551000.0,80393000.0,85345000.0,84859000.0,86622000.0,81801000.0,82099000.0,86201000.0,85547000.0,85872000.0,84692000.0,82729000.0,87459000.0,83008000.0,83737000.0,90966000.0,92402000.0,108542000.0,Germany,66527000000.0,64725000000.0,59000000000.0,60253000000.0,61215000000.0,57607000000.0,56437000000.0,59550000000.0,72839000000.0,80321000000.0,84513000000.0,85717000000.0,96170000000.0,105691000000.0,92899000000.0,90866000000.0,99909000000.0,96196000000.0,102668000000.0,101737000000.0,85334000000.0,87414000000.0,97777000000.0,104204000000.0,,,0.0009457627118644068,0.001148490531591788,0.0012758310871518418,0.0013975211345843388,0.0014449917607243475,0.0013500083963056254,0.00117169373549884,0.001056498300568967,0.0010249547406907813,0.0009543147800319656,0.0008536861807216388,0.0008155945160893548,0.0009208602891312071,0.0009450399489357956,0.0008476913991732477,0.0008600045739947607,0.0008518623134764484,0.000815907683536963,0.0009812853024585746,0.0010406342233509507,0.0009450279718134122,0.0010416298798510614
51,DJI,,,,,,,,,,,,,,,,,,,,,,,,,Djibouti,16300000.0,17300000.0,17100000.0,15900000.0,11600000.0,14800000.0,12900000.0,7700000.0,9900000.0,14000000.0,14400000.0,15000000.0,14200000.0,15500000.0,17500000.0,20500000.0,33500000.0,29600000.0,30900000.0,34200000.0,35100000.0,35100000.0,39700000.0,22300000.0,,,,,,,,,,,,,,,,,,,,,,,,
52,DMA,,,,,,,,,,,,,,,,,,,,,,,,,Dominica,6000000.0,7000000.0,7000000.0,8000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,10000000.0,10000000.0,11000000.0,11000000.0,13000000.0,13000000.0,12000000.0,12000000.0,13000000.0,39000000.0,34000000.0,33000000.0,30000000.0,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,
53,DNK,,5035000.0,4693000.0,4788000.0,4744000.0,5011000.0,4946000.0,4935000.0,5564000.0,4630000.0,5469000.0,6129000.0,6564000.0,6347000.0,7037000.0,7726000.0,7846000.0,7843000.0,6977000.0,8528000.0,8991000.0,9651000.0,8087000.0,7475000.0,Denmark,4288000000.0,4140000000.0,4194000000.0,4577000000.0,4899000000.0,4669000000.0,4861000000.0,5838000000.0,6659000000.0,7279000000.0,6850000000.0,7486000000.0,8830000000.0,9698000000.0,8968000000.0,9082000000.0,9840000000.0,9600000000.0,10072000000.0,10443000000.0,8918000000.0,9174000000.0,9804000000.0,10485000000.0,,0.0012161835748792271,0.0011189794945159752,0.001046100065545117,0.0009683608899775464,0.001073249089740844,0.0010174861139683193,0.0008453237410071942,0.0008355608950292837,0.0006360763841186976,0.0007983941605839416,0.0008187282928132514,0.0007433748584371461,0.0006544648381109508,0.000784678858162355,0.00085069367980621,0.0007973577235772357,0.0008169791666666667,0.0006927124702144559,0.000816623575600881,0.0010081856918591613,0.001051994767822106,0.0008248674010607915,0.0007129232236528374
54,DOM,168000.0,358000.0,355000.0,354000.0,363000.0,360000.0,331000.0,332000.0,321000.0,368000.0,419000.0,420000.0,443000.0,413000.0,415000.0,401000.0,408000.0,418000.0,392000.0,427000.0,478000.0,500000.0,522000.0,514000.0,Dominican Republic,267000000.0,313000000.0,339000000.0,380000000.0,391000000.0,440000000.0,425000000.0,429000000.0,408000000.0,448000000.0,511000000.0,495000000.0,531000000.0,532000000.0,523000000.0,662000000.0,689000000.0,690000000.0,679000000.0,717000000.0,803000000.0,882000000.0,940000000.0,957000000.0,0.0006292134831460674,0.0011437699680511182,0.0010471976401179941,0.0009315789473684211,0.0009283887468030691,0.0008181818181818182,0.0007788235294117647,0.0007738927738927738,0.0007867647058823529,0.0008214285714285715,0.0008199608610567515,0.0008484848484848485,0.0008342749529190207,0.0007763157894736842,0.0007934990439770554,0.0006057401812688822,0.0005921625544267054,0.0006057971014492753,0.000577319587628866,0.000595536959553696,0.0005952677459526775,0.0005668934240362812,0.0005553191489361702,0.0005370950888192267
55,DZA,1090000.0,874000.0,827000.0,879000.0,903000.0,1006000.0,1190000.0,1257000.0,1254000.0,1417000.0,1513000.0,1349000.0,1499000.0,1539000.0,1677000.0,1757000.0,1715000.0,1911000.0,2136000.0,2839000.0,3638000.0,4530000.0,5058000.0,5610000.0,Algeria,186000000.0,188000000.0,144000000.0,269000000.0,251000000.0,193000000.0,194000000.0,248000000.0,255000000.0,341000000.0,660000000.0,414000000.0,502000000.0,613000000.0,574000000.0,716000000.0,595000000.0,598000000.0,531000000.0,679000000.0,762000000.0,556000000.0,632000000.0,,0.005860215053763441,0.004648936170212766,0.005743055555555556,0.003267657992565056,0.003597609561752988,0.0052124352331606215,0.006134020618556701,0.005068548387096774,0.004917647058823529,0.004155425219941349,0.0022924242424242425,0.0032584541062801935,0.00298605577689243,0.002510603588907015,0.002921602787456446,0.0024539106145251397,0.0028823529411764704,0.0031956521739130435,0.004022598870056497,0.004181148748159057,0.004774278215223097,0.00814748201438849,0.008003164556962025,
56,ECU,271000.0,275000.0,321000.0,330000.0,386000.0,520000.0,562000.0,627000.0,613000.0,603000.0,664000.0,733000.0,801000.0,815000.0,814000.0,899000.0,1022000.0,1022000.0,1138000.0,1096000.0,1221000.0,1366000.0,1347000.0,1402000.0,Ecuador,331000000.0,313000000.0,331000000.0,325000000.0,385000000.0,416000000.0,465000000.0,507000000.0,500000000.0,577000000.0,644000000.0,706000000.0,733000000.0,790000000.0,806000000.0,863000000.0,917000000.0,944000000.0,989000000.0,990000000.0,994000000.0,1034000000.0,1086000000.0,1043000000.0,0.0008187311178247734,0.000878594249201278,0.0009697885196374623,0.0010153846153846155,0.0010025974025974025,0.00125,0.0012086021505376345,0.0012366863905325443,0.001226,0.0010450606585788562,0.001031055900621118,0.001038243626062323,0.001092769440654843,0.0010316455696202532,0.001009925558312655,0.0010417149478563151,0.0011145038167938931,0.0010826271186440677,0.0011506572295247725,0.001107070707070707,0.0012283702213279678,0.001321083172147002,0.0012403314917127071,0.0013441994247363376
57,EGY,,,,,,,,,,,,,,,4716000.0,4618000.0,4863000.0,5678000.0,5782000.0,6180000.0,,,,,"Egypt, Arab Rep.",1371000000.0,1382000000.0,1431000000.0,1271000000.0,1218000000.0,1206000000.0,1248000000.0,1309000000.0,1465000000.0,1543000000.0,1932000000.0,2156000000.0,2886000000.0,3390000000.0,2941000000.0,2696000000.0,2575000000.0,3037000000.0,3261000000.0,3486000000.0,3636000000.0,4351000000.0,2419000000.0,2897000000.0,,,,,,,,,,,,,,,0.0016035362121727304,0.0017129080118694362,0.0018885436893203884,0.0018696081659532434,0.0017730757436369212,0.0017728055077452667,,,,
58,ERI,,,,,,,,,,,,,,,,,,,,,,,,,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,ESP,3648000.0,4224000.0,3980000.0,4794000.0,3519000.0,4100000.0,4139000.0,3871000.0,4094000.0,5121000.0,10464000.0,10678000.0,11276000.0,11229000.0,12017000.0,12379000.0,13347000.0,12422000.0,11246000.0,11783000.0,14407000.0,15405000.0,17031000.0,19116000.0,Spain,5826000000.0,6332000000.0,6163000000.0,7119000000.0,5908000000.0,5969000000.0,6584000000.0,7372000000.0,9172000000.0,12295000000.0,15169000000.0,16830000000.0,19866000000.0,20543000000.0,17146000000.0,16926000000.0,17387000000.0,15395000000.0,16433000000.0,17976000000.0,17429000000.0,18803000000.0,22346000000.0,26670000000.0,0.0006261585993820803,0.0006670878079595705,0.0006457893882849262,0.0006734091866835229,0.0005956330399458362,0.0006868822248282795,0.0006286452004860267,0.0005250949538795442,0.0004463584823375491,0.0004165107767385116,0.0006898279385589031,0.0006344622697563874,0.0005676029396959629,0.0005466095506985348,0.0007008631750845679,0.0007313600378116507,0.0007676424915166503,0.0008068853523871387,0.0006843546522241831,0.0006554850912327548,0.0008266108210453841,0.000819284156783492,0.0007621498254721203,0.0007167604049493813
60,EST,1764000.0,1547000.0,1616000.0,1659000.0,1780000.0,1800000.0,1658000.0,1849000.0,2075000.0,,,438000.0,677000.0,692000.0,752000.0,955000.0,1054000.0,1147000.0,1166000.0,1426000.0,1250000.0,1339000.0,1279000.0,2069000.0,Estonia,121000000.0,141000000.0,162000000.0,197000000.0,255000000.0,253000000.0,253000000.0,305000000.0,404000000.0,486000000.0,530000000.0,706000000.0,804000000.0,939000000.0,605000000.0,633000000.0,806000000.0,796000000.0,1236000000.0,1346000000.0,1169000000.0,1301000000.0,1399000000.0,1651000000.0,0.014578512396694216,0.010971631205673758,0.009975308641975308,0.008421319796954315,0.006980392156862745,0.0071146245059288534,0.006553359683794466,0.006062295081967213,0.005136138613861386,,,0.0006203966005665722,0.0008420398009950249,0.0007369542066027689,0.0012429752066115702,0.0015086887835703002,0.0013076923076923077,0.0014409547738693468,0.0009433656957928803,0.0010594353640416047,0.00106928999144568,0.0010292083013066873,0.0009142244460328806,0.0012531798909751666
61,ETH,120000.0,133000.0,,,,,,,,,,,,,,,,,,,,,,,Ethiopia,30000000.0,30000000.0,48000000.0,51000000.0,57000000.0,80000000.0,50000000.0,55000000.0,63000000.0,59000000.0,77000000.0,97000000.0,107000000.0,156000000.0,139000000.0,143000000.0,170000000.0,181000000.0,214000000.0,283000000.0,372000000.0,461000000.0,363500000.0,612700000.0,0.004,0.004433333333333333,,,,,,,,,,,,,,,,,,,,,,
62,FIN,5147000.0,4918000.0,5233000.0,4743000.0,5314000.0,5914000.0,5824000.0,5857000.0,5585000.0,5798000.0,5902000.0,5756000.0,5749000.0,5854000.0,5832000.0,6633000.0,7274000.0,9055000.0,8562000.0,8731000.0,8904000.0,9125000.0,9330000.0,9450000.0,Finland,2853000000.0,2760000000.0,2541000000.0,2565000000.0,2525000000.0,2293000000.0,2442000000.0,2438000000.0,2954000000.0,3383000000.0,3622000000.0,4099000000.0,4812000000.0,5577000000.0,5233000000.0,5269000000.0,6010000000.0,5843000000.0,6387000000.0,6324000000.0,5785000000.0,6198000000.0,6676000000.0,7268000000.0,0.0018040658955485454,0.0017818840579710146,0.0020594254230617867,0.0018491228070175439,0.0021045544554455444,0.002579153946794592,0.002384930384930385,0.0024023789991796554,0.0018906567366283006,0.0017138634348211647,0.0016294864715626725,0.0014042449377897049,0.0011947215295095594,0.0010496682804375112,0.0011144658895471048,0.0012588726513569938,0.0012103161397670548,0.0015497176108163614,0.0013405354626585251,0.0013806135357368754,0.001539152981849611,0.0014722491126169732,0.0013975434391851407,0.0013002201430930105
63,FJI,68000.0,72000.0,74000.0,78000.0,89000.0,83000.0,85000.0,99000.0,104000.0,94000.0,109000.0,121000.0,120000.0,124000.0,125000.0,128000.0,132000.0,132000.0,,,,156000.0,169000.0,174000.0,Fiji,82000000.0,88000000.0,87000000.0,67000000.0,82000000.0,96000000.0,84000000.0,79000000.0,88000000.0,118000000.0,132000000.0,113000000.0,106000000.0,108000000.0,108000000.0,102000000.0,116000000.0,110000000.0,105000000.0,99000000.0,115000000.0,119000000.0,138000000.0,160000000.0,0.0008292682926829268,0.0008181818181818182,0.0008505747126436781,0.0011641791044776119,0.0010853658536585367,0.0008645833333333333,0.0010119047619047618,0.0012531645569620253,0.0011818181818181819,0.0007966101694915254,0.0008257575757575757,0.001070796460176991,0.0011320754716981133,0.0011481481481481481,0.0011574074074074073,0.0012549019607843138,0.0011379310344827587,0.0012,,,,0.0013109243697478992,0.0012246376811594203,0.0010875
64,FRA,18686000.0,18151000.0,17115000.0,18077000.0,16709000.0,19886000.0,19265000.0,18315000.0,18576000.0,21131000.0,22480000.0,22240000.0,28103000.0,25506000.0,25140000.0,25041000.0,26155000.0,25317000.0,26062000.0,27919000.0,26648000.0,26483000.0,29055000.0,26914000.0,France,20699000000.0,22049000000.0,17490000000.0,18819000000.0,31630000000.0,29016000000.0,28781000000.0,30270000000.0,35807000000.0,36362000000.0,38633000000.0,39319000000.0,46042000000.0,50373000000.0,45087000000.0,46695000000.0,55509000000.0,50068000000.0,52444000000.0,58464000000.0,47713000000.0,49029000000.0,52495000000.0,57925000000.0,0.0009027489250688439,0.0008232119370492993,0.0009785591766723841,0.0009605717625803709,0.000528264306038571,0.0006853460159911773,0.0006693652062124318,0.0006050545094152626,0.0005187812438908593,0.0005811286507892855,0.0005818859524240933,0.0005656298481650093,0.0006103774814299987,0.0005063426835804895,0.0005575886619202875,0.000536267266302602,0.00047118485290673583,0.0005056523128545179,0.0004969491266875143,0.00047754173508483854,0.0005585060675287657,0.0005401497073160783,0.0005534812839318031,0.0004646353042727665
65,FRO,,,,,,,,,,,,,,,,,,,,,,,,,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,FSM,,,,,,,,,,,,,,,,,,,,,,,,,"Micronesia, Fed. Sts.",,,4600000.0,4800000.0,4900000.0,5300000.0,5400000.0,5300000.0,5500000.0,6700000.0,6900000.0,7000000.0,7000000.0,7100000.0,26000000.0,28000000.0,27000000.0,30000000.0,29000000.0,29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,GAB,,,,203000.0,187000.0,168000.0,189000.0,219000.0,236000.0,,,,,,,,,,,,,,,,Gabon,182000000.0,168000000.0,156000000.0,158000000.0,195000000.0,183000000.0,256000000.0,234000000.0,239000000.0,275000000.0,346000000.0,,328000000.0,490000000.0,476000000.0,560000000.0,658000000.0,441000000.0,,404000000.0,509000000.0,346000000.0,,,,,,0.0012848101265822785,0.0009589743589743589,0.0009180327868852459,0.00073828125,0.0009358974358974359,0.00098744769874477,,,,,,,,,,,,,,,
68,GBR,,,,,,,,,,,,,,,,53759000.0,54946000.0,54604000.0,56088000.0,58364000.0,64165000.0,69375000.0,71356000.0,70386000.0,United Kingdom,30749000000.0,32298000000.0,35954000000.0,41458000000.0,41514000000.0,41862000000.0,42011000000.0,46860000000.0,54030000000.0,63225000000.0,66166000000.0,69222000000.0,79677000000.0,77910000000.0,60820000000.0,60716000000.0,60608000000.0,61323000000.0,60823000000.0,67042000000.0,68116000000.0,67220000000.0,65177000000.0,68888000000.0,,,,,,,,,,,,,,,,0.0008854173529217999,0.000906579989440338,0.0008904326272361104,0.0009221511599230554,0.0008705587542137764,0.0009419960068119091,0.0010320589110383814,0.0010948033815609802,0.0010217454418766693
69,GEO,228000.0,219000.0,355000.0,433000.0,373000.0,315000.0,306000.0,317000.0,,466000.0,857000.0,1346000.0,1473000.0,1872000.0,1980000.0,2086000.0,2237000.0,2734000.0,3220000.0,3106000.0,3136000.0,3400000.0,3851000.0,3698000.0,Georgia,,,171000000.0,239000000.0,135000000.0,129000000.0,136000000.0,189000000.0,170000000.0,196000000.0,237000000.0,257000000.0,277000000.0,337000000.0,311000000.0,329000000.0,384000000.0,471000000.0,537000000.0,563000000.0,609000000.0,706000000.0,853000000.0,960000000.0,,,0.0020760233918128653,0.0018117154811715481,0.002762962962962963,0.002441860465116279,0.00225,0.0016772486772486772,,0.0023775510204081633,0.003616033755274262,0.005237354085603113,0.005317689530685921,0.005554896142433235,0.006366559485530546,0.0063404255319148934,0.005825520833333334,0.005804670912951167,0.005996275605214153,0.0055168738898756665,0.005149425287356322,0.004815864022662889,0.004514654161781946,0.0038520833333333332
70,GHA,,,,,,,,,,,,,,,,,,,,,,,,,Ghana,74000000.0,59000000.0,61000000.0,145000000.0,151000000.0,162000000.0,165000000.0,184000000.0,216000000.0,270000000.0,472000000.0,575000000.0,816000000.0,870000000.0,948000000.0,882000000.0,1026000000.0,976000000.0,982000000.0,947000000.0,1405000000.0,1571000000.0,1581000000.0,1329000000.0,,,,,,,,,,,,,,,,,,,,,,,,
71,GIB,,,,,,,,,,,,,,,,,,,,,,,,,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,GIN,,,,,,,,,,,,,,,,,,,,,,,,,Guinea,29000000.0,37000000.0,39000000.0,34000000.0,29000000.0,13000000.0,26000000.0,38000000.0,36000000.0,29000000.0,38000000.0,41000000.0,96000000.0,30000000.0,28000000.0,17000000.0,49000000.0,41000000.0,60500000.0,28800000.0,250400000.0,16300000.0,102500000.0,416000000.0,,,,,,,,,,,,,,,,,,,,,,,,
73,GMB,,,,,,,,,,,387000.0,307000.0,,,,,,,,,,,,,"Gambia, The",16000000.0,15500000.0,17000000.0,,,,,,8000000.0,6000000.0,7000000.0,8000000.0,13000000.0,12000000.0,12000000.0,14000000.0,16000000.0,13000000.0,10400000.0,55400000.0,57400000.0,76200000.0,45500000.0,10400000.0,,,,,,,,,,,0.055285714285714285,0.038375,,,,,,,,,,,,
74,GNB,,,,,,,,,,,,,,,,,,,,,,,,,Guinea-Bissau,5800000.0,4700000.0,3500000.0,,,,5500000.0,10200000.0,21300000.0,22300000.0,18900000.0,17800000.0,40700000.0,46100000.0,26000000.0,29500000.0,38600000.0,24500000.0,27200000.0,53000000.0,53000000.0,33000000.0,63000000.0,74600000.0,,,,,,,,,,,,,,,,,,,,,,,,
75,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,7000000.0,13000000.0,7000000.0,7000000.0,8000000.0,19000000.0,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,GRC,,,,,,,,,,,,,,3765000.0,3835000.0,3799000.0,4941000.0,4681000.0,4594000.0,5802000.0,6291000.0,7235000.0,7685000.0,7961000.0,Greece,1495000000.0,1396000000.0,1537000000.0,1756000000.0,4014000000.0,4564000000.0,4190000000.0,2456000000.0,2441000000.0,2882000000.0,3044000000.0,3005000000.0,3430000000.0,3946000000.0,4122000000.0,3400000000.0,3809000000.0,3005000000.0,3768000000.0,4003000000.0,3535000000.0,3412000000.0,3306000000.0,3910000000.0,,,,,,,,,,,,,,0.0009541307653319818,0.0009303736050460941,0.0011173529411764706,0.0012971908637437648,0.0015577371048252913,0.0012192144373673035,0.0014494129402947789,0.0017796322489391796,0.002120457209847597,0.002324561403508772,0.0020360613810741688
77,GRD,,,,,,,,,,,,,,,,,,,,,,,,,Grenada,5000000.0,5000000.0,6000000.0,6000000.0,7000000.0,8000000.0,8000000.0,8000000.0,8000000.0,9000000.0,10000000.0,16000000.0,16000000.0,11000000.0,10000000.0,10000000.0,10000000.0,11000000.0,11000000.0,34000000.0,40000000.0,40000000.0,38000000.0,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,
78,GRL,,,,,,,,,,,,,,,,,,,,,,,,,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,GTM,,,,,,,,,,,,,,,562000.0,585000.0,596000.0,580000.0,686000.0,840000.0,939000.0,1053000.0,1067000.0,1227000.0,Guatemala,167000000.0,163000000.0,146000000.0,190000000.0,216000000.0,216000000.0,266000000.0,329000000.0,373000000.0,488000000.0,532000000.0,655000000.0,737000000.0,740000000.0,862000000.0,1002000000.0,935000000.0,920000000.0,952000000.0,1033000000.0,1004000000.0,989000000.0,1011000000.0,1121000000.0,,,,,,,,,,,,,,,0.0006519721577726218,0.0005838323353293413,0.0006374331550802139,0.0006304347826086957,0.0007205882352941176,0.0008131655372700872,0.0009352589641434263,0.0010647118301314459,0.0010553907022749752,0.0010945584299732383
80,GUM,,,,,,,,,,,,,,,,,,,,,,,,,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,GUY,,,,,,,,,,,,,,,,,,,,,,,,,Guyana,21000000.0,65000000.0,69000000.0,69000000.0,82000000.0,77000000.0,62000000.0,44000000.0,30000000.0,30000000.0,40000000.0,49000000.0,58000000.0,52000000.0,52000000.0,73000000.0,79000000.0,82000000.0,81000000.0,77000000.0,93000000.0,103000000.0,94000000.0,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,
82,HKG,,,,47594000.0,53144000.0,58901000.0,61096000.0,64540000.0,60936000.0,68903000.0,72300000.0,75812000.0,80682000.0,81911000.0,81958000.0,84442000.0,84816000.0,85276000.0,84414000.0,84519000.0,89082000.0,91758000.0,91304000.0,92214000.0,"Hong Kong SAR, China",10497000000.0,11461000000.0,12678000000.0,13474000000.0,13134000000.0,12502000000.0,12317000000.0,12418000000.0,11447000000.0,13270000000.0,13305000000.0,14044000000.0,15042000000.0,16095000000.0,15547000000.0,17357000000.0,19022000000.0,20077000000.0,21215000000.0,22011000000.0,23059000000.0,24141000000.0,25388000000.0,26498000000.0,,,,0.003532284399584385,0.004046292066392569,0.004711326187809951,0.004960298774052123,0.005197294250281849,0.005323316152703765,0.005192388847023361,0.005434047350620068,0.005398177157504984,0.00536378141204627,0.005089220254737496,0.005271627966810317,0.004865011234660367,0.0044588371359478495,0.004247447327788016,0.0039789771388168745,0.003839852800872291,0.0038632204345374907,0.0038009195973654777,0.003596344729793603,0.0034800362291493698
